X,Y
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00704616,0.0
0.01409232,0.0
0.02113848,0.0
0.02113848,0.0
0.03502356,0.0
0.04206972,0.0
0.04911588,0.0
0.05616204,0.0
0.0632082,0.0
0.07025436,0.0
0.07025436,0.0
0.08413944,0.0
0.0911856,0.0
0.09823176,0.0
0.10527792000000001,0.0
0.11232408,0.0
0.11937024,0.0
0.12620916000000001,0.0
0.13325531999999998,0.0
0.14030147999999998,0.0
0.14734764000000003,0.0
0.15439380000000003,0.0
0.16143996000000002,0.0
0.16848612000000002,0.0
0.17532504000000002,0.0
0.1823712,0.0
0.18941736,0.0
0.19646352,0.0
0.20350968,0.0
0.21055584000000002,0.0
0.21760200000000002,0.0
0.21760200000000002,0.0
0.23148708,0.0
0.23148708,0.0
0.2455794,0.0
0.25262556,0.0
0.25967172,0.0
0.26671788,0.0
0.27376404000000004,0.0
0.28060295999999996,0.0
0.28764912000000004,0.0
0.29469528000000006,0.0
0.30174144,0.0
0.30878760000000005,0.0
0.31583376,0.0
0.32287992000000004,0.0
0.32971884,0.0
0.33676500000000004,0.0
0.34381116,0.0
0.35085732000000003,0.0
0.35790348000000005,0.0
0.36494964,0.0
0.37199580000000004,0.0
0.37883472,0.0
0.37883472,0.0
0.39292704,0.0
0.39997320000000003,0.0
0.40701936,0.0
0.41406552,0.0
0.41406552,0.0
0.4279506,0.0
0.43499676000000004,0.0
0.44204292,0.0
0.44908908000000003,0.0
0.45613524,0.0
0.4631814,0.0
0.47022756,0.0
0.47706648,0.0
0.48411264000000004,0.0
0.4911588,0.0
0.49820496000000003,0.0
0.50525112,0.0
0.5122972800000001,0.0
0.51934344,0.0
0.5261823600000001,0.0
0.53322852,0.0
0.5402746800000001,0.0
0.54732084,0.0
0.554367,0.0
0.56141316,0.0
0.5684593200000001,0.0
0.5752982400000001,0.0
0.5823444,0.0
0.5893905600000001,0.0
0.59643672,0.0
0.60348288,0.0
0.61052904,0.0
0.6175752000000001,0.0
0.6244141200000001,0.0
0.63146028,0.0
0.6385064400000001,0.0
0.6455526,0.0
0.65259876,0.0
0.65964492,0.0
0.6666910800000001,0.0
0.6735300000000001,0.0
0.68057616,0.0
